timestamp,host,pid,message,src_ip,user,label
Sep 18 03:25:01,kali,2868,Failed password for root from 10.0.0.9 port 52165 ssh2,10.0.0.9,root,benign
Sep 18 03:25:08,kali,2964,Failed password for dave from 10.0.0.52 port 45082 ssh2,10.0.0.52,dave,attacker
Sep 18 03:25:22,kali,2650,Failed password for alice from 192.168.100.103 port 24427 ssh2,192.168.100.103,alice,benign
Sep 18 03:25:24,kali,2420,Failed password for root from 10.0.0.9 port 49420 ssh2,10.0.0.9,root,benign
Sep 18 03:25:26,kali,2810,Failed password for root from 10.0.0.51 port 55588 ssh2,10.0.0.51,root,attacker
Sep 18 03:25:26,kali,2855,PAM: Authentication failure for svc_backup from 10.0.0.7,10.0.0.7,svc_backup,benign
Sep 18 03:25:28,kali,2943,Failed password for testuser from 10.0.0.8 port 50045 ssh2,10.0.0.8,testuser,benign
Sep 18 03:25:41,kali,2829,Accepted password for svc_backup from 10.0.0.2 port 42483 ssh2,10.0.0.2,svc_backup,benign
Sep 18 03:25:50,kali,2410,Failed password for root from 10.0.0.7 port 45319 ssh2,10.0.0.7,root,benign
Sep 18 03:25:54,kali,2717,Connection closed by 10.0.0.7 port 52953 [preauth],,,benign
Sep 18 03:25:59,kali,2677,Failed password for admin from 10.0.0.50 port 44911 ssh2,10.0.0.50,admin,attacker
Sep 18 03:26:00,kali,2009,Connection closed by 10.0.0.52 port 31174 [preauth],,,benign
Sep 18 03:26:02,kali,2332,Accepted password for carol from 10.0.0.6 port 44565 ssh2,10.0.0.6,carol,benign
Sep 18 03:26:02,kali,2483,Failed password for invalid user svc_backup from 10.0.0.4 port 47483 ssh2,10.0.0.4,svc_backup,benign
Sep 18 03:26:06,kali,2250,PAM: Authentication failure for dave from 10.0.0.4,10.0.0.4,dave,benign
Sep 18 03:26:18,kali,2948,Failed password for testuser from 192.168.100.104 port 56184 ssh2,192.168.100.104,testuser,benign
Sep 18 03:26:39,kali,2706,Failed password for root from 10.0.0.3 port 30035 ssh2,10.0.0.3,root,benign
Sep 18 03:26:43,kali,2782,Failed password for root from 10.0.0.52 port 20599 ssh2,10.0.0.52,root,attacker
Sep 18 03:26:44,kali,2566,PAM: Authentication failure for root from 192.168.100.104,192.168.100.104,root,benign
Sep 18 03:26:46,kali,2051,Failed password for testuser from 192.168.100.102 port 55172 ssh2,192.168.100.102,testuser,benign
Sep 18 03:27:10,kali,2598,Failed password for invalid user bob from 192.168.100.100 port 53281 ssh2,192.168.100.100,bob,benign
Sep 18 03:27:17,kali,2667,PAM: Authentication failure for alice from 10.0.0.2,10.0.0.2,alice,benign
Sep 18 03:27:34,kali,2208,Failed password for invalid user dave from 10.0.0.51 port 59903 ssh2,10.0.0.51,dave,attacker
Sep 18 03:28:08,kali,2100,Failed password for root from 10.0.0.7 port 59033 ssh2,10.0.0.7,root,benign
Sep 18 03:28:10,kali,2013,Accepted password for root from 10.0.0.5 port 49036 ssh2,10.0.0.5,root,benign
Sep 18 03:28:36,kali,2851,Failed password for testuser from 10.0.0.50 port 34776 ssh2,10.0.0.50,testuser,attacker
Sep 18 03:28:49,kali,2360,Failed password for root from 10.0.0.51 port 38813 ssh2,10.0.0.51,root,attacker
Sep 18 03:29:08,kali,2076,Accepted password for carol from 10.0.0.8 port 53625 ssh2,10.0.0.8,carol,benign
Sep 18 03:29:40,kali,2283,Connection closed by 10.0.0.4 port 28696 [preauth],,,benign
Sep 18 03:29:52,kali,2220,Connection closed by 10.0.0.9 port 26311 [preauth],,,benign
Sep 18 03:30:01,kali,2407,Failed password for alice from 10.0.0.9 port 59134 ssh2,10.0.0.9,alice,benign
Sep 18 03:30:02,kali,2412,Accepted password for bob from 10.0.0.3 port 32556 ssh2,10.0.0.3,bob,benign
Sep 18 03:30:08,kali,2089,Failed password for admin from 10.0.0.50 port 55629 ssh2,10.0.0.50,admin,attacker
Sep 18 03:30:29,kali,2722,Failed password for testuser from 10.0.0.51 port 40562 ssh2,10.0.0.51,testuser,attacker
Sep 18 03:30:38,kali,2113,Connection closed by 10.0.0.9 port 59107 [preauth],,,benign
Sep 18 03:31:12,kali,2563,Failed password for testuser from 10.0.0.4 port 31409 ssh2,10.0.0.4,testuser,benign
Sep 18 03:31:26,kali,2316,Failed password for root from 10.0.0.9 port 46832 ssh2,10.0.0.9,root,benign
Sep 18 03:31:28,kali,2337,Failed password for carol from 10.0.0.6 port 59498 ssh2,10.0.0.6,carol,benign
Sep 18 03:31:50,kali,2241,Accepted password for carol from 10.0.0.7 port 45090 ssh2,10.0.0.7,carol,benign
Sep 18 03:31:57,kali,2976,Failed password for invalid user root from 192.168.100.100 port 50810 ssh2,192.168.100.100,root,benign
Sep 18 03:32:06,kali,2805,Failed password for invalid user dave from 192.168.100.100 port 34496 ssh2,192.168.100.100,dave,benign
Sep 18 03:32:09,kali,2543,Failed password for dave from 10.0.0.4 port 33962 ssh2,10.0.0.4,dave,benign
Sep 18 03:32:10,kali,2186,Failed password for root from 10.0.0.51 port 52243 ssh2,10.0.0.51,root,attacker
Sep 18 03:32:29,kali,2145,Accepted password for alice from 10.0.0.2 port 54765 ssh2,10.0.0.2,alice,benign
Sep 18 03:32:58,kali,2556,Failed password for svc_backup from 10.0.0.51 port 27992 ssh2,10.0.0.51,svc_backup,attacker
Sep 18 03:33:09,kali,2406,Connection closed by 10.0.0.2 port 48588 [preauth],,,benign
Sep 18 03:33:25,kali,2046,Failed password for alice from 192.168.100.100 port 24523 ssh2,192.168.100.100,alice,benign
Sep 18 03:33:33,kali,2084,Failed password for testuser from 192.168.100.104 port 45534 ssh2,192.168.100.104,testuser,benign
Sep 18 03:33:54,kali,2480,Accepted password for carol from 10.0.0.6 port 46049 ssh2,10.0.0.6,carol,benign
Sep 18 03:34:26,kali,2660,Connection closed by 10.0.0.3 port 58933 [preauth],,,benign
Sep 18 03:34:48,kali,2939,Failed password for admin from 10.0.0.52 port 29820 ssh2,10.0.0.52,admin,attacker
Sep 18 03:35:00,kali,2565,Failed password for root from 10.0.0.7 port 24558 ssh2,10.0.0.7,root,benign
Sep 18 03:35:01,kali,2256,Failed password for bob from 10.0.0.6 port 54962 ssh2,10.0.0.6,bob,benign
Sep 18 03:35:02,kali,2624,Connection closed by 10.0.0.51 port 35783 [preauth],,,benign
Sep 18 03:35:06,kali,2432,Failed password for root from 192.168.100.104 port 37816 ssh2,192.168.100.104,root,benign
Sep 18 03:35:20,kali,2335,Accepted password for dave from 10.0.0.6 port 59493 ssh2,10.0.0.6,dave,benign
Sep 18 03:35:21,kali,2871,Failed password for svc_backup from 192.168.100.102 port 27856 ssh2,192.168.100.102,svc_backup,benign
Sep 18 03:35:23,kali,2699,PAM: Authentication failure for testuser from 10.0.0.6,10.0.0.6,testuser,benign
Sep 18 03:35:58,kali,2970,Failed password for root from 192.168.100.104 port 24290 ssh2,192.168.100.104,root,benign
Sep 18 03:35:59,kali,2380,Accepted password for alice from 10.0.0.4 port 45974 ssh2,10.0.0.4,alice,benign
Sep 18 03:36:03,kali,2578,Failed password for alice from 10.0.0.6 port 55232 ssh2,10.0.0.6,alice,benign
Sep 18 03:36:40,kali,2594,Failed password for root from 10.0.0.51 port 28566 ssh2,10.0.0.51,root,attacker
Sep 18 03:36:53,kali,2684,Failed password for root from 192.168.100.104 port 23996 ssh2,192.168.100.104,root,benign
Sep 18 03:37:13,kali,2604,Failed password for root from 10.0.0.50 port 55713 ssh2,10.0.0.50,root,attacker
Sep 18 03:37:27,kali,2829,Accepted password for testuser from 10.0.0.7 port 42768 ssh2,10.0.0.7,testuser,benign
Sep 18 03:37:31,kali,2322,Failed password for root from 10.0.0.51 port 55559 ssh2,10.0.0.51,root,attacker
Sep 18 03:37:57,kali,2362,Failed password for carol from 192.168.100.104 port 20808 ssh2,192.168.100.104,carol,benign
Sep 18 03:38:05,kali,2931,Failed password for bob from 10.0.0.4 port 55350 ssh2,10.0.0.4,bob,benign
Sep 18 03:38:51,kali,2381,Connection closed by 10.0.0.4 port 27460 [preauth],,,benign
Sep 18 03:38:53,kali,2301,Failed password for testuser from 10.0.0.6 port 51015 ssh2,10.0.0.6,testuser,benign
Sep 18 03:38:56,kali,2442,Failed password for bob from 192.168.100.104 port 58434 ssh2,192.168.100.104,bob,benign
Sep 18 03:38:59,kali,2514,Failed password for bob from 192.168.100.101 port 59658 ssh2,192.168.100.101,bob,benign
Sep 18 03:39:00,kali,2661,Accepted password for alice from 10.0.0.7 port 43763 ssh2,10.0.0.7,alice,benign
Sep 18 03:39:28,kali,2001,Failed password for invalid user bob from 10.0.0.52 port 42516 ssh2,10.0.0.52,bob,attacker
Sep 18 03:40:00,kali,2103,Accepted password for bob from 10.0.0.8 port 32656 ssh2,10.0.0.8,bob,benign
Sep 18 03:40:09,kali,2435,Failed password for invalid user svc_backup from 10.0.0.5 port 59209 ssh2,10.0.0.5,svc_backup,benign
Sep 18 03:40:21,kali,2778,Failed password for bob from 10.0.0.9 port 21897 ssh2,10.0.0.9,bob,benign
Sep 18 03:40:40,kali,2641,Accepted password for alice from 10.0.0.9 port 28142 ssh2,10.0.0.9,alice,benign
Sep 18 03:40:55,kali,2143,Accepted password for carol from 10.0.0.8 port 48140 ssh2,10.0.0.8,carol,benign
Sep 18 03:41:03,kali,2678,Failed password for bob from 192.168.100.103 port 26875 ssh2,192.168.100.103,bob,benign
Sep 18 03:41:08,kali,2926,Failed password for invalid user carol from 10.0.0.51 port 31449 ssh2,10.0.0.51,carol,attacker
Sep 18 03:41:18,kali,2713,Accepted password for svc_backup from 10.0.0.3 port 57088 ssh2,10.0.0.3,svc_backup,benign
Sep 18 03:41:31,kali,2392,Failed password for root from 10.0.0.50 port 39059 ssh2,10.0.0.50,root,attacker
Sep 18 03:41:39,kali,2320,Failed password for admin from 10.0.0.51 port 29362 ssh2,10.0.0.51,admin,attacker
Sep 18 03:41:44,kali,2830,Connection closed by 10.0.0.7 port 25526 [preauth],,,benign
Sep 18 03:41:48,kali,2426,PAM: Authentication failure for svc_backup from 192.168.100.104,192.168.100.104,svc_backup,benign
Sep 18 03:41:52,kali,2210,Failed password for admin from 10.0.0.51 port 26096 ssh2,10.0.0.51,admin,attacker
Sep 18 03:42:17,kali,2784,Failed password for testuser from 10.0.0.9 port 26822 ssh2,10.0.0.9,testuser,benign
Sep 18 03:42:19,kali,2576,Accepted password for svc_backup from 10.0.0.6 port 55103 ssh2,10.0.0.6,svc_backup,benign
Sep 18 03:42:27,kali,2296,Accepted password for root from 10.0.0.6 port 25669 ssh2,10.0.0.6,root,benign
Sep 18 03:42:33,kali,2025,Failed password for testuser from 10.0.0.50 port 30547 ssh2,10.0.0.50,testuser,attacker
Sep 18 03:42:41,kali,2260,Failed password for bob from 10.0.0.51 port 32489 ssh2,10.0.0.51,bob,attacker
Sep 18 03:43:02,kali,2358,Connection closed by 10.0.0.7 port 27529 [preauth],,,benign
Sep 18 03:43:25,kali,2156,Failed password for invalid user root from 10.0.0.8 port 45009 ssh2,10.0.0.8,root,benign
Sep 18 03:44:16,kali,2246,Failed password for alice from 192.168.100.100 port 40740 ssh2,192.168.100.100,alice,benign
Sep 18 03:44:19,kali,2241,Failed password for testuser from 10.0.0.50 port 45939 ssh2,10.0.0.50,testuser,attacker
Sep 18 03:44:21,kali,2135,Accepted password for svc_backup from 10.0.0.2 port 30446 ssh2,10.0.0.2,svc_backup,benign
Sep 18 03:44:23,kali,2586,Failed password for root from 10.0.0.7 port 22726 ssh2,10.0.0.7,root,benign
Sep 18 03:44:38,kali,2841,Failed password for testuser from 192.168.100.101 port 29943 ssh2,192.168.100.101,testuser,benign
Sep 18 03:44:58,kali,2898,PAM: Authentication failure for root from 10.0.0.7,10.0.0.7,root,benign
Sep 18 03:44:59,kali,2779,Failed password for testuser from 192.168.100.101 port 54989 ssh2,192.168.100.101,testuser,benign
Sep 18 03:45:20,kali,2143,Failed password for root from 10.0.0.51 port 55228 ssh2,10.0.0.51,root,attacker
Sep 18 03:45:31,kali,2764,PAM: Authentication failure for bob from 192.168.100.104,192.168.100.104,bob,benign
Sep 18 03:46:24,kali,2880,Failed password for invalid user bob from 10.0.0.50 port 26712 ssh2,10.0.0.50,bob,attacker
Sep 18 03:47:07,kali,2790,Connection closed by 10.0.0.9 port 58621 [preauth],,,benign
Sep 18 03:47:26,kali,2479,Accepted password for carol from 10.0.0.8 port 52798 ssh2,10.0.0.8,carol,benign
Sep 18 03:47:31,kali,2291,Failed password for admin from 10.0.0.51 port 26010 ssh2,10.0.0.51,admin,attacker
Sep 18 03:48:25,kali,2758,Failed password for bob from 192.168.100.104 port 41996 ssh2,192.168.100.104,bob,benign
Sep 18 03:48:31,kali,2899,Connection closed by 10.0.0.50 port 58521 [preauth],,,benign
Sep 18 03:48:32,kali,2675,Failed password for root from 10.0.0.6 port 47730 ssh2,10.0.0.6,root,benign
Sep 18 03:48:37,kali,2998,Failed password for root from 10.0.0.7 port 29454 ssh2,10.0.0.7,root,benign
Sep 18 03:48:39,kali,2094,PAM: Authentication failure for alice from 10.0.0.52,10.0.0.52,alice,attacker
Sep 18 03:48:41,kali,2609,Accepted password for carol from 10.0.0.3 port 56629 ssh2,10.0.0.3,carol,benign
Sep 18 03:49:06,kali,2348,Accepted password for alice from 10.0.0.7 port 21436 ssh2,10.0.0.7,alice,benign
Sep 18 03:49:10,kali,2202,Connection closed by 10.0.0.7 port 25507 [preauth],,,benign
Sep 18 03:49:11,kali,2778,Failed password for bob from 10.0.0.7 port 37529 ssh2,10.0.0.7,bob,benign
Sep 18 03:49:31,kali,2396,Connection closed by 10.0.0.51 port 47581 [preauth],,,benign
Sep 18 03:49:39,kali,2089,Failed password for root from 192.168.100.100 port 21721 ssh2,192.168.100.100,root,benign
Sep 18 03:49:53,kali,2820,Failed password for root from 192.168.100.100 port 49004 ssh2,192.168.100.100,root,benign
Sep 18 03:49:54,kali,2141,Failed password for root from 192.168.100.103 port 55901 ssh2,192.168.100.103,root,benign
Sep 18 03:50:02,kali,2475,Failed password for root from 10.0.0.51 port 30868 ssh2,10.0.0.51,root,attacker
Sep 18 03:50:09,kali,2270,Failed password for testuser from 10.0.0.52 port 33803 ssh2,10.0.0.52,testuser,attacker
Sep 18 03:50:31,kali,2397,Failed password for testuser from 192.168.100.103 port 47467 ssh2,192.168.100.103,testuser,benign
Sep 18 03:50:31,kali,2799,Connection closed by 10.0.0.51 port 21897 [preauth],,,benign
Sep 18 03:50:39,kali,2307,Failed password for dave from 10.0.0.5 port 46099 ssh2,10.0.0.5,dave,benign
Sep 18 03:50:57,kali,2718,Failed password for root from 10.0.0.7 port 36990 ssh2,10.0.0.7,root,benign
Sep 18 03:51:07,kali,2588,Failed password for admin from 10.0.0.52 port 52089 ssh2,10.0.0.52,admin,attacker
Sep 18 03:51:16,kali,2271,Failed password for carol from 10.0.0.5 port 26023 ssh2,10.0.0.5,carol,benign
Sep 18 03:51:16,kali,2893,Failed password for root from 10.0.0.7 port 53810 ssh2,10.0.0.7,root,benign
Sep 18 03:51:23,kali,2275,Failed password for bob from 10.0.0.3 port 47597 ssh2,10.0.0.3,bob,benign
Sep 18 03:51:29,kali,2648,Failed password for testuser from 10.0.0.50 port 24847 ssh2,10.0.0.50,testuser,attacker
Sep 18 03:52:51,kali,2770,Connection closed by 10.0.0.8 port 25042 [preauth],,,benign
Sep 18 03:52:59,kali,2133,Failed password for testuser from 10.0.0.3 port 28637 ssh2,10.0.0.3,testuser,benign
Sep 18 03:53:21,kali,2140,Failed password for testuser from 10.0.0.9 port 50743 ssh2,10.0.0.9,testuser,benign
Sep 18 03:53:28,kali,2262,Failed password for svc_backup from 192.168.100.104 port 31609 ssh2,192.168.100.104,svc_backup,benign
Sep 18 03:53:46,kali,2807,PAM: Authentication failure for carol from 10.0.0.2,10.0.0.2,carol,benign
Sep 18 03:53:49,kali,2600,Accepted password for svc_backup from 10.0.0.4 port 27269 ssh2,10.0.0.4,svc_backup,benign
Sep 18 03:54:03,kali,2457,Failed password for svc_backup from 10.0.0.52 port 41088 ssh2,10.0.0.52,svc_backup,attacker
Sep 18 03:54:13,kali,2830,Failed password for alice from 10.0.0.50 port 34790 ssh2,10.0.0.50,alice,attacker
Sep 18 03:54:32,kali,2341,Failed password for carol from 10.0.0.7 port 45687 ssh2,10.0.0.7,carol,benign
Sep 18 03:54:37,kali,2015,Failed password for svc_backup from 10.0.0.51 port 50388 ssh2,10.0.0.51,svc_backup,attacker
Sep 18 03:54:50,kali,2422,Accepted password for root from 10.0.0.8 port 50907 ssh2,10.0.0.8,root,benign
Sep 18 03:55:06,kali,2200,Failed password for dave from 10.0.0.5 port 42122 ssh2,10.0.0.5,dave,benign
Sep 18 03:55:15,kali,2445,Failed password for carol from 192.168.100.102 port 55269 ssh2,192.168.100.102,carol,benign
Sep 18 03:55:36,kali,2166,Failed password for svc_backup from 192.168.100.101 port 48683 ssh2,192.168.100.101,svc_backup,benign
Sep 18 03:55:45,kali,2040,Failed password for testuser from 10.0.0.50 port 57530 ssh2,10.0.0.50,testuser,attacker
Sep 18 03:56:37,kali,2451,Failed password for bob from 10.0.0.8 port 28645 ssh2,10.0.0.8,bob,benign
Sep 18 03:57:10,kali,2975,Failed password for svc_backup from 192.168.100.102 port 28272 ssh2,192.168.100.102,svc_backup,benign
Sep 18 03:57:25,kali,2749,Failed password for carol from 10.0.0.3 port 51636 ssh2,10.0.0.3,carol,benign
Sep 18 03:57:51,kali,2402,PAM: Authentication failure for root from 10.0.0.51,10.0.0.51,root,attacker
Sep 18 03:57:51,kali,2999,Accepted password for dave from 10.0.0.4 port 21624 ssh2,10.0.0.4,dave,benign
Sep 18 03:58:12,kali,2987,Failed password for root from 10.0.0.6 port 44596 ssh2,10.0.0.6,root,benign
Sep 18 03:58:24,kali,2335,Connection closed by 10.0.0.9 port 27617 [preauth],,,benign
Sep 18 03:58:33,kali,2860,Failed password for root from 10.0.0.52 port 58790 ssh2,10.0.0.52,root,attacker
Sep 18 03:58:38,kali,2076,Accepted password for bob from 10.0.0.7 port 41685 ssh2,10.0.0.7,bob,benign
Sep 18 03:59:02,kali,2811,Failed password for testuser from 10.0.0.7 port 59316 ssh2,10.0.0.7,testuser,benign
Sep 18 03:59:04,kali,2380,Failed password for testuser from 10.0.0.6 port 21923 ssh2,10.0.0.6,testuser,benign
Sep 18 03:59:37,kali,2126,Failed password for dave from 10.0.0.2 port 36763 ssh2,10.0.0.2,dave,benign
Sep 18 04:00:24,kali,2820,PAM: Authentication failure for svc_backup from 192.168.100.103,192.168.100.103,svc_backup,benign
Sep 18 04:00:30,kali,2282,Failed password for testuser from 192.168.100.102 port 45938 ssh2,192.168.100.102,testuser,benign
Sep 18 04:00:46,kali,2470,PAM: Authentication failure for root from 10.0.0.52,10.0.0.52,root,attacker
Sep 18 04:00:55,kali,2180,Failed password for testuser from 10.0.0.52 port 21848 ssh2,10.0.0.52,testuser,attacker
Sep 18 04:00:55,kali,2197,Connection closed by 10.0.0.5 port 23776 [preauth],,,benign
Sep 18 04:01:12,kali,2468,PAM: Authentication failure for carol from 192.168.100.103,192.168.100.103,carol,benign
Sep 18 04:01:16,kali,2416,Failed password for carol from 192.168.100.100 port 27668 ssh2,192.168.100.100,carol,benign
Sep 18 04:01:27,kali,2132,Failed password for root from 192.168.100.100 port 43210 ssh2,192.168.100.100,root,benign
Sep 18 04:01:30,kali,2823,PAM: Authentication failure for alice from 192.168.100.103,192.168.100.103,alice,benign
Sep 18 04:01:52,kali,2708,Failed password for alice from 10.0.0.4 port 59357 ssh2,10.0.0.4,alice,benign
Sep 18 04:01:55,kali,2699,Failed password for root from 192.168.100.103 port 22663 ssh2,192.168.100.103,root,benign
Sep 18 04:01:58,kali,2983,Connection closed by 10.0.0.51 port 56132 [preauth],,,benign
Sep 18 04:02:13,kali,2487,Failed password for admin from 10.0.0.52 port 32462 ssh2,10.0.0.52,admin,attacker
Sep 18 04:02:26,kali,2109,PAM: Authentication failure for bob from 10.0.0.6,10.0.0.6,bob,benign
Sep 18 04:02:27,kali,2754,PAM: Authentication failure for svc_backup from 192.168.100.102,192.168.100.102,svc_backup,benign
Sep 18 04:02:38,kali,2529,PAM: Authentication failure for testuser from 10.0.0.2,10.0.0.2,testuser,benign
Sep 18 04:02:44,kali,2279,Accepted password for carol from 10.0.0.6 port 43004 ssh2,10.0.0.6,carol,benign
Sep 18 04:03:10,kali,2786,PAM: Authentication failure for root from 192.168.100.102,192.168.100.102,root,benign
Sep 18 04:03:12,kali,2616,Failed password for bob from 192.168.100.101 port 26822 ssh2,192.168.100.101,bob,benign
Sep 18 04:03:25,kali,2782,PAM: Authentication failure for dave from 10.0.0.50,10.0.0.50,dave,attacker
Sep 18 04:03:28,kali,2382,Accepted password for dave from 10.0.0.8 port 59087 ssh2,10.0.0.8,dave,benign
Sep 18 04:03:43,kali,2226,Failed password for root from 10.0.0.50 port 55969 ssh2,10.0.0.50,root,attacker
Sep 18 04:04:22,kali,2655,Accepted password for alice from 10.0.0.8 port 32931 ssh2,10.0.0.8,alice,benign
Sep 18 04:04:45,kali,2328,Failed password for admin from 10.0.0.52 port 38488 ssh2,10.0.0.52,admin,attacker
Sep 18 04:04:55,kali,2153,Failed password for svc_backup from 10.0.0.50 port 29170 ssh2,10.0.0.50,svc_backup,attacker
Sep 18 04:04:59,kali,2714,Failed password for invalid user dave from 192.168.100.104 port 50996 ssh2,192.168.100.104,dave,benign
Sep 18 04:05:18,kali,2580,Failed password for testuser from 10.0.0.52 port 59235 ssh2,10.0.0.52,testuser,attacker
Sep 18 04:05:20,kali,2303,Failed password for root from 10.0.0.52 port 23746 ssh2,10.0.0.52,root,attacker
Sep 18 04:05:25,kali,2549,Failed password for dave from 10.0.0.6 port 24940 ssh2,10.0.0.6,dave,benign
Sep 18 04:05:47,kali,2221,Accepted password for testuser from 10.0.0.6 port 58639 ssh2,10.0.0.6,testuser,benign
Sep 18 04:05:52,kali,2430,Accepted password for testuser from 10.0.0.8 port 31405 ssh2,10.0.0.8,testuser,benign
